1646054666122	0.13
1646054666623	0.13
1646054667123	0.13
1646054667624	0.12
1646054668124	0.12
1646054668625	0.13
1646054669125	2.63
1646054669625	5.63
1646054670125	8.63
1646054670625	9.13
1646054671126	9.13
1646054671626	9.13
1646054672126	9.13
1646054672627	9.13
1646054673127	9.13
1646054673627	9.13
1646054674128	9.13
1646054674628	9.13
1646054675128	9.13
1646054675628	9.13
1646054676128	9.13
1646054676629	9.13
1646054677129	9.13
1646054677629	9.13
1646054678130	9.13
1646054678630	9.13
1646054679130	9.13
1646054679630	9.13
1646054680131	9.13
1646054680631	9.13
1646054681131	9.13
1646054681631	9.13
1646054682132	9.13
1646054682632	9.13
1646054683132	9.13
1646054683632	9.13
1646054684132	11.63
1646054684632	14.13
1646054685133	16.63
1646054685633	19.13
1646054686133	21.13
1646054686633	21.13
1646054687133	21.13
1646054687634	21.13
1646054688134	21.13
1646054688634	21.13
1646054689134	21.13
1646054689634	21.13
1646054690135	21.13
1646054690635	21.13
1646054691135	21.13
1646054691635	21.13
1646054692136	21.13
1646054692636	21.13
1646054693136	21.13
1646054693636	21.13
1646054694136	21.13
1646054694637	21.13
1646054695137	21.13
1646054695637	21.13
1646054696138	21.13
1646054696638	21.13
1646054697138	21.13
1646054697638	21.13
1646054698139	21.13
1646054698639	21.13
1646054699139	21.13
1646054699639	21.13
1646054700139	21.13
1646054700640	21.13
1646054701140	21.13
1646054701640	21.13
1646054702140	21.13
1646054702641	21.13
1646054703141	21.13
1646054703641	21.13
1646054704142	21.13
1646054704642	10.63
1646054705142	9.13
1646054705642	9.13
1646054706143	9.13
1646054706643	9.13
1646054707144	9.13
1646054707644	9.13
1646054708144	9.13
1646054708644	9.13
1646054709145	9.13
1646054709645	9.13
1646054710145	9.13
1646054710645	9.13
1646054711145	9.13
1646054711646	9.13
1646054712146	9.13
1646054712646	9.13
1646054713146	9.13
1646054713647	9.13
1646054714147	9.13
1646054714647	9.13
1646054715147	9.13
1646054715648	9.13
1646054716148	9.13
1646054716648	9.13
1646054717148	9.13
1646054717649	9.13
1646054718149	9.13
1646054718649	9.13
